선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
2070,메인기록,2024,삼성,63,248,224,61,20,35,48,18,77,5,0.313,0.272,0.327,0.576,0.903,0.380,-,,,,,,,,,,,,,,,,,,,,
2070,메인기록,2023,삼성,27,41,39,7,1,6,2,2,14,0,0.250,0.179,0.220,0.333,0.553,0.243,-,,,,,,,,,,,,,,,,,,,,
2070,메인기록,2022,삼성,5,4,4,0,0,0,0,0,2,0,0.000,0.000,0.000,0.000,0.000,0.000,-,,,,,,,,,,,,,,,,,,,,
2070,기본기록,2024,삼성,63,248,224,61,20,35,48,18,77,5,,0.272,,,,,,33,8,0,0,2,4,4,0,2,,,,,,,,,,,
2070,기본기록,2023,삼성,27,41,39,7,1,6,2,2,14,0,,0.179,,,,,,3,3,0,0,0,0,0,1,0,,,,,,,,,,,
2070,기본기록,2022,삼성,5,4,4,0,0,0,0,0,2,0,,0.000,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2070,세부기록,2024,삼성,,248,,,,,,,,,0.313,0.272,,,0.903,0.380,-,,,,,,,,,,7.3,31.0,0.23,0.304,11.20,44.24,7.07,39.28,4.74,0.06,7.41
2070,세부기록,2023,삼성,,41,,,,,,,,,0.250,0.179,,,0.553,0.243,-,,,,,,,,,,4.9,34.2,0.14,0.154,39.00,2.64,2.16,1.39,3.27,0.01,-3.87
2070,세부기록,2022,삼성,,4,,,,,,,,,0.000,0.000,,,0.000,0.000,-,,,,,,,,,,0.0,50.0,0.00,0.000,-,0.00,0.00,-0.75,-,0.00,-1.26
