선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
2070,메인기록,2024,삼성,14,54,48,15,4,7,12,4,18,2,0.407,0.313,0.370,0.583,0.953,0.407,-,,,,,,,,,,,,,,,,,,,,
2070,메인기록,2023,삼성,7,11,11,3,1,3,3,0,5,0,0.400,0.273,0.273,0.727,1.000,0.408,-,,,,,,,,,,,,,,,,,,,,
2070,기본기록,2024,삼성,14,54,48,15,4,7,12,4,18,2,,0.313,,,,,,10,1,0,0,1,1,1,0,2,,,,,,,,,,,
2070,기본기록,2023,삼성,7,11,11,3,1,3,3,0,5,0,,0.273,,,,,,0,2,0,0,0,0,0,0,0,,,,,,,,,,,
2070,세부기록,2024,삼성,,54,,,,,,,,,0.407,0.313,,,0.953,0.407,-,,,,,,,,,,7.4,33.3,0.22,0.270,12.00,10.29,7.71,9.87,4.47,-0.55,2.93
2070,세부기록,2023,삼성,,11,,,,,,,,,0.400,0.273,,,1.000,0.408,-,,,,,,,,,,0.0,45.4,0.00,0.454,11.00,2.18,7.36,2.03,-,0.00,0.61
