,games,plate_appearances,at_bats,hits,home_runs,runs,rbis,walks,strikeouts,stolen_bases,singles,doubles,triples,intentional_walks,hit_by_pitch,sacrifice_flies,sacrifice_bunts,gidp,caught_stealing,woba,bb_pct,k_pct,iso,rc,rc27,wrc,wsb,wraa
0,0.0018341218,0.002878872,5.3035412e-05,9.162095e-05,0.0042869137,0.016668994,0.0001278363,0.0,3.4454675e-05,0.0034704036,0.0,0.22543336,0.0,0.0013033835,0.0,0.0,0.000110328256,0.0057855574,4.881984e-05,0.012468895,1.8023029e-05,0.00019177241,0.13242702,0.0,0.58413726,0.0,0.0016090899,0.007020222
