,hits,at_bats,plate_appearances,singles,doubles,triples,home_runs,walks,strikeouts,babip
0,0.1867043560794306,0.16555250078175046,0.21406702503419803,0.0629293016776311,0.13426964748735656,0.007769278526047586,0.0638247401467846,0.11877579979309423,0.019499101218407134,0.026608249255299667
