,hits,at_bats,plate_appearances,singles,doubles,triples,home_runs,walks,strikeouts,babip,hit_rate,contact_rate
0,0.19664979,0.0019271552,0.11206216,0.14843644,0.01205079,0.00043497866,0.033410914,0.07880654,0.01270599,0.064304225,0.32315525,0.016055718
