,hits,at_bats,plate_appearances,singles,doubles,triples,home_runs,walks,strikeouts,babip,hit_rate,contact_rate
0,0.012515317854409767,0.0023416824784566995,0.0004726261183734138,0.001071438275884112,0.0005292511338809698,3.552024679556938e-05,0.00019367147418322995,0.00048013228760013135,0.0003552112194857188,0.008266766567192722,0.9726547462757874,0.0010836360679503058
