,hits,at_bats,plate_appearances,singles,doubles,triples,home_runs,walks,strikeouts,babip
0,0.1632872920459159,0.051026410266901565,0.31501351569881225,0.029685901731632346,0.10830975990049355,0.009090858814749393,0.06898172894204771,0.16495962425256902,0.022185949089778334,0.06745895925709998
