선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
1754,메인기록,2024,삼성,22,84,70,24,1,18,11,11,4,8,0.354,0.343,0.446,0.471,0.917,0.420,-,,,,,,,,,,,,,,,,,,,,
1754,메인기록,2022,삼성,20,68,59,17,0,7,5,3,4,4,0.309,0.288,0.333,0.339,0.672,0.313,-,,,,,,,,,,,,,,,,,,,,
1754,메인기록,2020,삼성,21,34,30,8,0,6,0,3,4,1,0.308,0.267,0.333,0.267,0.600,0.289,-,,,,,,,,,,,,,,,,,,,,
1754,메인기록,2023,삼성,14,53,43,10,0,9,0,9,4,1,0.256,0.233,0.365,0.233,0.598,0.302,-,,,,,,,,,,,,,,,,,,,,
1754,메인기록,2021,삼성,22,60,52,12,1,12,7,5,6,2,0.239,0.231,0.293,0.288,0.581,0.270,-,,,,,,,,,,,,,,,,,,,,
1754,기본기록,2024,삼성,22,84,70,24,1,18,11,11,4,8,,0.343,,,,,,19,2,2,0,2,0,1,0,1,,,,,,,,,,,
1754,기본기록,2022,삼성,20,68,59,17,0,7,5,3,4,4,,0.288,,,,,,15,1,1,0,1,0,4,1,2,,,,,,,,,,,
1754,기본기록,2020,삼성,21,34,30,8,0,6,0,3,4,1,,0.267,,,,,,8,0,0,0,0,0,1,0,2,,,,,,,,,,,
1754,기본기록,2023,삼성,14,53,43,10,0,9,0,9,4,1,,0.233,,,,,,10,0,0,0,0,0,1,0,0,,,,,,,,,,,
1754,기본기록,2021,삼성,22,60,52,12,1,12,7,5,6,2,,0.231,,,,,,11,0,0,0,0,1,3,0,0,,,,,,,,,,,
1754,세부기록,2024,삼성,,84,,,,,,,,,0.354,0.343,,,0.917,0.420,-,,,,,,,,,,13.1,4.8,2.75,0.128,70.00,17.60,9.90,16.39,10.10,0.96,5.60
1754,세부기록,2022,삼성,,68,,,,,,,,,0.309,0.288,,,0.672,0.313,-,,,,,,,,,,4.4,5.9,0.75,0.051,-,6.77,3.73,6.63,6.79,-0.21,-2.11
1754,세부기록,2020,삼성,,34,,,,,,,,,0.308,0.267,,,0.600,0.289,-,,,,,,,,,,8.8,11.8,0.75,0.000,-,2.60,2.81,2.57,5.92,-0.73,-1.80
1754,세부기록,2023,삼성,,53,,,,,,,,,0.256,0.233,,,0.598,0.302,-,,,,,,,,,,17.0,7.6,2.25,0.000,-,4.80,3.81,4.65,5.12,0.22,-2.16
1754,세부기록,2021,삼성,,60,,,,,,,,,0.239,0.231,,,0.581,0.270,-,,,,,,,,,,8.3,10.0,0.83,0.057,52.00,5.36,3.36,3.54,6.77,0.38,-4.17
