선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
517,메인기록,2024,삼성,20,32,26,13,1,4,6,3,0,0,0.462,0.500,0.548,0.731,1.279,0.548,-,,,,,,,,,,,,,,,,,,,,
517,메인기록,2017,삼성,22,42,37,14,4,11,10,2,10,1,0.417,0.378,0.429,0.811,1.240,0.510,-,,,,,,,,,,,,,,,,,,,,
517,메인기록,2020,삼성,29,56,48,17,1,8,5,5,7,3,0.390,0.354,0.429,0.521,0.950,0.415,-,,,,,,,,,,,,,,,,,,,,
517,메인기록,2018,삼성,29,50,42,14,2,13,8,6,5,3,0.343,0.333,0.429,0.595,1.024,0.447,-,,,,,,,,,,,,,,,,,,,,
517,메인기록,2015,삼성,23,31,28,9,0,6,2,2,3,1,0.360,0.321,0.387,0.500,0.887,0.398,-,,,,,,,,,,,,,,,,,,,,
517,메인기록,2021,삼성,34,51,45,14,2,9,10,1,5,4,0.293,0.311,0.333,0.511,0.844,0.358,-,,,,,,,,,,,,,,,,,,,,
517,메인기록,2019,삼성,16,28,26,8,1,5,5,2,5,1,0.350,0.308,0.357,0.577,0.934,0.404,-,,,,,,,,,,,,,,,,,,,,
517,메인기록,2023,삼성,24,37,30,9,0,6,4,5,4,2,0.333,0.300,0.405,0.300,0.705,0.342,-,,,,,,,,,,,,,,,,,,,,
517,메인기록,2022,삼성,23,43,39,11,2,10,7,3,7,3,0.290,0.282,0.326,0.436,0.762,0.334,-,,,,,,,,,,,,,,,,,,,,
517,메인기록,2016,삼성,22,41,34,6,0,3,2,7,5,0,0.207,0.176,0.317,0.294,0.611,0.294,-,,,,,,,,,,,,,,,,,,,,
517,기본기록,2024,삼성,20,32,26,13,1,4,6,3,0,0,,0.500,,,,,,9,3,0,0,1,1,2,0,0,,,,,,,,,,,
517,기본기록,2017,삼성,22,42,37,14,4,11,10,2,10,1,,0.378,,,,,,6,4,0,0,2,1,1,0,0,,,,,,,,,,,
517,기본기록,2020,삼성,29,56,48,17,1,8,5,5,7,3,,0.354,,,,,,11,5,0,1,2,1,1,0,2,,,,,,,,,,,
517,기본기록,2018,삼성,29,50,42,14,2,13,8,6,5,3,,0.333,,,,,,8,3,1,0,1,0,0,1,0,,,,,,,,,,,
517,기본기록,2015,삼성,23,31,28,9,0,6,2,2,3,1,,0.321,,,,,,5,3,1,0,1,0,0,0,0,,,,,,,,,,,
517,기본기록,2021,삼성,34,51,45,14,2,9,10,1,5,4,,0.311,,,,,,9,3,0,0,2,3,3,0,1,,,,,,,,,,,
517,기본기록,2019,삼성,16,28,26,8,1,5,5,2,5,1,,0.308,,,,,,4,2,1,0,0,0,0,0,1,,,,,,,,,,,
517,기본기록,2023,삼성,24,37,30,9,0,6,4,5,4,2,,0.300,,,,,,9,0,0,0,1,1,1,0,1,,,,,,,,,,,
517,기본기록,2022,삼성,23,43,39,11,2,10,7,3,7,3,,0.282,,,,,,9,0,0,0,0,1,1,0,0,,,,,,,,,,,
517,기본기록,2016,삼성,22,41,34,6,0,3,2,7,5,0,,0.176,,,,,,3,2,1,0,0,0,0,0,0,,,,,,,,,,,
517,세부기록,2024,삼성,,32,,,,,,,,,0.462,0.500,,,1.279,0.548,-,,,,,,,,,,9.4,0.0,-,0.231,26.00,11.20,20.16,9.95,2.89,0.04,5.84
517,세부기록,2017,삼성,,42,,,,,,,,,0.417,0.378,,,1.240,0.510,-,,,,,,,,,,4.8,23.8,0.20,0.433,9.25,13.75,15.47,11.62,6.50,0.19,6.22
517,세부기록,2020,삼성,,56,,,,,,,,,0.390,0.354,,,0.950,0.415,-,,,,,,,,,,8.9,12.5,0.71,0.167,48.00,11.25,8.93,10.69,5.59,-0.38,3.49
517,세부기록,2018,삼성,,50,,,,,,,,,0.343,0.333,,,1.024,0.447,-,,,,,,,,,,12.0,10.0,1.20,0.262,21.00,11.58,10.78,10.96,8.73,0.54,4.54
517,세부기록,2015,삼성,,31,,,,,,,,,0.360,0.321,,,0.887,0.398,-,,,,,,,,,,6.4,9.7,0.67,0.179,-,5.92,8.42,5.41,10.11,0.19,1.43
517,세부기록,2021,삼성,,51,,,,,,,,,0.293,0.311,,,0.844,0.358,-,,,,,,,,,,2.0,9.8,0.20,0.200,22.50,8.60,6.64,7.07,7.46,0.24,0.52
517,세부기록,2019,삼성,,28,,,,,,,,,0.350,0.308,,,0.934,0.404,-,,,,,,,,,,7.1,17.9,0.40,0.269,26.00,5.16,7.33,5.05,10.75,-0.28,1.46
517,세부기록,2023,삼성,,37,,,,,,,,,0.333,0.300,,,0.705,0.342,-,,,,,,,,,,13.5,10.8,1.25,0.000,-,4.59,5.38,4.60,5.69,-0.09,-0.15
517,세부기록,2022,삼성,,43,,,,,,,,,0.290,0.282,,,0.762,0.334,-,,,,,,,,,,7.0,16.3,0.43,0.154,19.50,6.47,6.02,5.02,7.26,0.53,-0.51
517,세부기록,2016,삼성,,41,,,,,,,,,0.207,0.176,,,0.611,0.294,-,,,,,,,,,,17.1,12.2,1.40,0.118,-,3.75,3.61,3.30,6.42,0.03,-1.96
