선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
1990,메인기록,2024,삼성,20,84,74,19,2,14,13,10,19,0,0.321,0.257,0.345,0.419,0.764,0.344,-,,,,,,,,,,,,,,,,,,,,
1990,메인기록,2022,삼성,13,42,41,10,1,5,3,0,5,0,0.257,0.244,0.244,0.341,0.585,0.258,-,,,,,,,,,,,,,,,,,,,,
1990,메인기록,2023,삼성,22,76,66,15,1,5,6,5,10,0,0.250,0.227,0.297,0.273,0.570,0.270,-,,,,,,,,,,,,,,,,,,,,
1990,기본기록,2024,삼성,20,84,74,19,2,14,13,10,19,0,,0.257,,,,,,11,6,0,0,0,0,0,1,0,,,,,,,,,,,
1990,기본기록,2022,삼성,13,42,41,10,1,5,3,0,5,0,,0.244,,,,,,8,1,0,0,0,0,1,1,0,,,,,,,,,,,
1990,기본기록,2023,삼성,22,76,66,15,1,5,6,5,10,0,,0.227,,,,,,14,0,0,0,2,1,3,1,1,,,,,,,,,,,
1990,세부기록,2024,삼성,,84,,,,,,,,,0.321,0.257,,,0.764,0.344,-,,,,,,,,,,11.9,22.6,0.53,0.162,37.00,11.20,5.40,10.54,3.28,0.06,-0.25
1990,세부기록,2022,삼성,,42,,,,,,,,,0.257,0.244,,,0.585,0.258,-,,,,,,,,,,0.0,11.9,0.00,0.097,41.00,3.11,2.55,2.00,2.89,0.02,-3.40
1990,세부기록,2023,삼성,,76,,,,,,,,,0.250,0.227,,,0.570,0.270,-,,,,,,,,,,6.6,13.2,0.50,0.046,66.00,5.63,2.71,4.47,2.67,-0.40,-5.30
