선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
1321,메인기록,2022,삼성,13,17,16,4,1,4,1,0,3,0,0.250,0.250,0.294,0.500,0.794,0.343,-,,,,,,,,,,,,,,,,,,,,
1321,메인기록,2023,삼성,8,13,9,1,0,1,2,1,5,0,0.250,0.111,0.385,0.222,0.607,0.333,-,,,,,,,,,,,,,,,,,,,,
1321,기본기록,2022,삼성,13,17,16,4,1,4,1,0,3,0,,0.250,,,,,,2,1,0,0,1,0,0,0,0,,,,,,,,,,,
1321,기본기록,2023,삼성,8,13,9,1,0,1,2,1,5,0,,0.111,,,,,,0,1,0,0,3,0,0,0,1,,,,,,,,,,,
1321,세부기록,2022,삼성,,17,,,,,,,,,0.250,0.250,,,0.794,0.343,-,,,,,,,,,,0.0,17.6,0.00,0.250,16.00,2.43,5.47,2.13,9.31,0.01,-0.05
1321,세부기록,2023,삼성,,13,,,,,,,,,0.250,0.111,,,0.607,0.333,-,,,,,,,,,,7.7,38.5,0.20,0.111,-,0.94,2.81,1.50,-1.97,-0.45,-0.17
