,games,plate_appearances,at_bats,hits,home_runs,runs,rbis,walks,strikeouts,stolen_bases,singles,doubles,triples,intentional_walks,hit_by_pitch,sacrifice_flies,sacrifice_bunts,gidp,caught_stealing,woba,bb_pct,k_pct,iso,rc,rc27,wrc,wsb,wraa
0,0.002512862326704097,0.004068657677239665,0.008627241485484136,0.056791634591804564,0.0023418703309156584,0.004034935869709375,0.006186504138074473,0.00161634355952521,0.005690484822176666,0.001206132038964148,0.0630107731922183,0.0037513479341376695,0.0017033589559901161,0.0016191007777348434,0.0025883876748129843,0.0007920079657218342,0.0006648921271707297,0.002504288953452687,0.0006859591802773312,0.31078794128867326,0.003946602451415576,0.04923590870504741,0.005663699108053074,0.01703766965348012,0.2247726940603543,0.01871812292495655,0.023238148015549645,0.17620243019035564
