선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
2070,메인기록,2024,삼성,60,39,32,11,4,12,13,7,12,0,0.438,0.344,0.462,0.813,1.275,0.522,-,,,,,,,,,,,,,,,,,,,,
2070,메인기록,2023,삼성,16,11,10,2,0,1,2,1,5,0,0.400,0.200,0.273,0.300,0.573,0.265,-,,,,,,,,,,,,,,,,,,,,
2070,메인기록,2022,삼성,4,4,4,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000,-,,,,,,,,,,,,,,,,,,,,
2070,기본기록,2024,삼성,60,39,32,11,4,12,13,7,12,0,,0.344,,,,,,4,3,0,0,0,0,0,0,0,,,,,,,,,,,
2070,기본기록,2023,삼성,16,11,10,2,0,1,2,1,5,0,,0.200,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,
2070,기본기록,2022,삼성,4,4,4,0,0,0,0,0,1,0,,0.000,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2070,세부기록,2024,삼성,,39,,,,,,,,,0.438,0.344,,,1.275,0.522,-,,,,,,,,,,18.0,30.8,0.58,0.469,8.00,12.84,16.51,11.23,4.67,0.03,6.22
2070,세부기록,2023,삼성,,11,,,,,,,,,0.400,0.200,,,0.573,0.265,-,,,,,,,,,,9.1,45.4,0.20,0.100,-,0.89,3.00,0.59,3.48,0.01,-0.82
2070,세부기록,2022,삼성,,4,,,,,,,,,0.000,0.000,,,0.000,0.000,-,,,,,,,,,,0.0,25.0,0.00,0.000,-,0.00,0.00,-0.75,-,0.00,-1.26
