player_id,season,team,category,subcategory,games,plate_appearances,at_bats,hits,home_runs,runs,rbis,walks,strikeouts,stolen_bases,singles,doubles,triples,intentional_walks,hit_by_pitch,sacrifice_flies,sacrifice_bunts,gidp,caught_stealing,babip,avg,obp,slg,ops,woba,war,bb_pct,k_pct,bb_k_ratio,iso,ab_hr_ratio,rc,rc27,wrc,spd,wsb,wraa
2267,2024,삼성,base,empty_base,14.0,16,14.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.143,,,0.393,0.205,-,12.5,31.2,0.4,0.0,-,0.63,1.42,0.0,1.81,0.01,-2.06
2267,2024,삼성,base,first,9.0,6,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,,,1.6,0.669,-,16.7,0.0,-,0.5,-,2.39,21.51,2.53,30.15,0.01,1.76
2267,2024,삼성,base,first_second,5.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-,0.0,0.0,-,0.0,-,0.0,0.0,-0.19,-,0.0,-0.32
2267,2024,삼성,base,first_third,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,,,0.0,0.0,-,0.0,100.0,0.0,0.0,-,0.0,0.0,-0.19,-,0.0,-0.32
2267,2024,삼성,base,full_base,3.0,1,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,,,-,0.724,-,100.0,0.0,-,-,-,0.26,-,0.47,-,0.0,0.34
2267,2024,삼성,base,on_base,11.0,13,9.0,2.0,0.0,5.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333,0.222,,,0.861,0.399,-,23.1,23.1,1.0,0.222,-,2.04,6.88,2.29,23.48,0.01,0.62
2267,2024,삼성,base,scoring_position,8.0,7,5.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.286,0.207,-,28.6,42.9,0.67,0.0,-,0.15,0.8,0.01,9.31,0.01,-0.89
2267,2024,삼성,base,second,2.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-,0.0,0.0,-,0.0,-,0.0,0.0,-0.19,-,0.0,-0.32
2267,2024,삼성,base,second_third,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,,,0.0,0.0,-,0.0,100.0,0.0,0.0,-,0.0,0.0,-0.19,-,0.0,-0.32
2267,2024,삼성,base,third,3.0,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,,,0.5,0.362,-,50.0,50.0,1.0,0.0,-,0.13,3.51,0.28,-,0.0,0.03
2267,2024,삼성,hitside,left,6.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-
2267,2024,삼성,hitside,right,14.0,29,23.0,4.0,0.0,2.0,2.0,5.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.267,0.174,,,0.582,0.289,-,17.2,27.6,0.62,0.087,-,2.43,3.28,2.19,9.59,0.02,-1.54
2267,2024,삼성,homeaway,away,9.0,14,11.0,1.0,0.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.091,,,0.377,0.221,-,21.4,14.3,1.5,0.0,-,0.51,1.37,0.19,6.81,0.01,-1.6
2267,2024,삼성,homeaway,home,7.0,15,12.0,3.0,0.0,1.0,1.0,2.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25,,,0.774,0.356,-,13.3,40.0,0.33,0.167,-,2.01,5.44,2.06,19.48,0.01,0.13
