player_id,season,team,games,plate_appearances,at_bats,hits,home_runs,runs,rbis,walks,strikeouts,stolen_bases,singles,doubles,triples,intentional_walks,hit_by_pitch,sacrifice_flies,sacrifice_bunts,gidp,caught_stealing,babip,avg,obp,slg,ops,woba,war,bb_pct,k_pct,bb_k_ratio,iso,ab_hr_ratio,rc,rc27,wrc,spd,wsb,wraa
517,2022,삼성,15.0,68,63.0,22.0,1.0,13.0,7.0,4.0,9.0,1.0,14.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.396,0.349,,,0.896,0.392,-,5.9,13.2,0.44,0.159,63.00,12.43,7.81,11.52,4.54,0.21,2.78
