선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
2073,메인기록,2022,삼성,3,4,4,3,0,1,1,0,1,0,1.000,0.750,0.750,1.000,1.750,0.766,0.20,,,,,,,,,,,,,,,,,,,,
2073,메인기록,2024,삼성,95,166,145,36,1,9,9,18,48,0,0.365,0.248,0.339,0.297,0.636,0.304,0.33,,,,,,,,,,,,,,,,,,,,
2073,메인기록,2023,삼성,23,33,28,4,0,3,2,3,11,0,0.222,0.143,0.219,0.143,0.362,0.187,-0.26,,,,,,,,,,,,,,,,,,,,
2073,기본기록,2022,삼성,3,4,4,3,0,1,1,0,1,0,,0.750,,,,,,2,1,0,0,0,0,0,0,0,,,,,,,,,,,
2073,기본기록,2024,삼성,95,166,145,36,1,9,9,18,48,0,,0.248,,,,,,31,4,0,0,2,0,2,0,0,,,,,,,,,,,
2073,기본기록,2023,삼성,23,33,28,4,0,3,2,3,11,0,,0.143,,,,,,4,0,0,0,0,1,2,0,0,,,,,,,,,,,
2073,세부기록,2022,삼성,,4,,,,,,,,,1.000,0.750,,,1.750,0.766,0.20,,,,,,,,,,0.0,25.0,0.00,0.250,-,3.00,81.00,2.03,3.48,0.00,1.56
2073,세부기록,2024,삼성,,166,,,,,,,,,0.365,0.248,,,0.636,0.304,0.33,,,,,,,,,,10.8,28.9,0.38,0.049,145.00,16.51,4.02,15.99,2.60,0.12,-6.45
2073,세부기록,2023,삼성,,33,,,,,,,,,0.222,0.143,,,0.362,0.187,-0.26,,,,,,,,,,9.1,33.3,0.27,0.000,-,1.31,1.36,-0.36,3.96,-0.02,-4.25
