선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
1990,메인기록,2023,삼성,22,68,56,20,3,8,12,8,5,0,0.340,0.357,0.433,0.571,1.004,0.434,-,,,,,,,,,,,,,,,,,,,,
1990,메인기록,2024,삼성,24,101,88,19,3,18,13,10,15,1,0.229,0.216,0.317,0.330,0.647,0.302,-,,,,,,,,,,,,,,,,,,,,
1990,기본기록,2023,삼성,22,68,56,20,3,8,12,8,5,0,,0.357,,,,,,14,3,0,0,1,2,3,0,3,,,,,,,,,,,
1990,기본기록,2024,삼성,24,101,88,19,3,18,13,10,15,1,,0.216,,,,,,15,1,0,0,3,0,0,4,0,,,,,,,,,,,
1990,세부기록,2023,삼성,,68,,,,,,,,,0.340,0.357,,,1.004,0.434,-,,,,,,,,,,11.8,7.4,1.60,0.214,18.67,13.73,8.82,14.15,3.37,-1.32,5.41
1990,세부기록,2024,삼성,,101,,,,,,,,,0.229,0.216,,,0.647,0.302,-,,,,,,,,,,9.9,14.8,0.67,0.114,29.33,9.12,3.37,8.85,3.62,0.25,-4.13
