,games,plate_appearances,at_bats,hits,home_runs,runs,rbis,walks,strikeouts,stolen_bases,singles,doubles,triples,intentional_walks,hit_by_pitch,sacrifice_flies,sacrifice_bunts,gidp,caught_stealing,woba,bb_pct,k_pct,iso,rc,rc27,wrc,wsb,wraa
0,0.006892548159996965,9.127647146717429e-05,0.0006986465278100966,0.00011552922520114213,0.0058673573778348495,0.0003619224949554079,0.009426021942875819,0.0004690258972061841,0.0009055697631171833,0.0002629317610787151,0.06372445057236732,0.00021465942589730158,0.00015432723301767569,0.0006599857857543233,0.00011042835578048786,0.0020542359696339206,0.0005128401090698747,0.0010245576392434934,0.00031167098210379917,0.7293041054050508,0.0005257657748297222,0.03829224096077319,0.0157700414482753,9.034348556031123e-07,0.04358104232020098,0.0005517316491331547,0.011818291683469663,0.06629789162899996
