,games,plate_appearances,at_bats,hits,home_runs,runs,rbis,walks,strikeouts,stolen_bases,singles,doubles,triples,intentional_walks,hit_by_pitch,sacrifice_flies,sacrifice_bunts,gidp,caught_stealing,woba,bb_pct,k_pct,iso,rc,rc27,wrc,wsb,wraa
0,0.0009102213604254035,0.22658195108415713,0.012186532326898782,0.0018843488308425893,0.010492496883039836,0.0001271579581397574,0.0008123179639359605,0.009016722747957487,0.0005866113293713373,0.0002349895571922506,0.001489343688964257,0.0031012117159766647,0.00021974778373322354,0.00023649368876943276,4.5698758787165474e-05,0.008780150693744757,8.654037648826084e-05,0.00023475456423507538,1.8825827280124295e-05,0.10172235166224501,9.161966564142977e-05,0.003936381339682387,0.016946975219847605,0.15745747811684854,0.021573039763106285,0.2894957786452409,0.0008689002480211137,0.13086135819942732
