,games,plate_appearances,at_bats,hits,home_runs,runs,rbis,walks,strikeouts,stolen_bases,singles,doubles,triples,intentional_walks,hit_by_pitch,sacrifice_flies,sacrifice_bunts,gidp,caught_stealing,woba,bb_pct,k_pct,iso,rc,rc27,wrc,wsb,wraa
0,0.0005761489115520142,6.812602581652647e-05,7.003725168126167e-05,9.362837284902567e-05,0.0009912540345832727,7.320153579062586e-05,0.0001275251247320478,0.00021750765623121992,0.00010886662690106173,0.001694672567039222,0.006934120508981896,0.000507105298797967,0.00020360183065867203,0.0016704115931408024,0.0013159640326480156,0.06334812624712312,4.0069235429335144e-05,0.0055907390121871445,2.5396022965336376e-06,0.4173391199246233,0.009236794216898287,0.009255211092685789,0.0031813594433207325,9.848893512402397e-05,0.3614843556801267,0.02353552068555584,0.013943985929934663,0.07829151862329105
