선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
1499,메인기록,2017,삼성,10,10,10,3,0,0,2,0,1,0,0.333,0.300,0.300,0.400,0.700,0.303,-0.07,,,,,,,,,,,,,,,,,,,,
1499,메인기록,2018,삼성,15,8,8,2,0,2,1,0,3,0,0.400,0.250,0.250,0.250,0.500,0.220,-0.08,,,,,,,,,,,,,,,,,,,,
1499,메인기록,2023,삼성,53,91,79,19,1,12,10,10,20,0,0.305,0.241,0.322,0.304,0.626,0.299,0.05,,,,,,,,,,,,,,,,,,,,
1499,메인기록,2024,삼성,82,166,142,31,0,24,8,11,39,4,0.301,0.218,0.279,0.232,0.511,0.246,-1.05,,,,,,,,,,,,,,,,,,,,
1499,메인기록,2022,삼성,18,23,20,3,0,2,2,1,6,0,0.200,0.150,0.182,0.150,0.332,0.158,-0.28,,,,,,,,,,,,,,,,,,,,
1499,메인기록,2021,삼성,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1499,기본기록,2017,삼성,10,10,10,3,0,0,2,0,1,0,,0.300,,,,,,2,1,0,0,0,0,0,0,1,,,,,,,,,,,
1499,기본기록,2018,삼성,15,8,8,2,0,2,1,0,3,0,,0.250,,,,,,2,0,0,0,0,0,0,0,0,,,,,,,,,,,
1499,기본기록,2023,삼성,53,91,79,19,1,12,10,10,20,0,,0.241,,,,,,16,2,0,0,0,1,2,3,0,,,,,,,,,,,
1499,기본기록,2024,삼성,82,166,142,31,0,24,8,11,39,4,,0.218,,,,,,29,2,0,0,1,0,12,3,2,,,,,,,,,,,
1499,기본기록,2022,삼성,18,23,20,3,0,2,2,1,6,0,,0.150,,,,,,3,0,0,0,0,1,2,0,0,,,,,,,,,,,
1499,기본기록,2021,삼성,1,0,0,0,0,0,0,0,0,0,,-,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1499,세부기록,2017,삼성,,10,,,,,,,,,0.333,0.300,,,0.700,0.303,-0.07,,,,,,,,,,0.0,10.0,0.00,0.100,-,0.80,2.70,0.96,3.62,-0.60,-0.39
1499,세부기록,2018,삼성,,8,,,,,,,,,0.400,0.250,,,0.500,0.220,-0.08,,,,,,,,,,0.0,37.5,0.00,0.000,-,0.50,2.25,0.14,6.81,0.02,-0.99
1499,세부기록,2023,삼성,,91,,,,,,,,,0.305,0.241,,,0.626,0.299,0.05,,,,,,,,,,11.0,22.0,0.50,0.063,79.00,7.96,3.31,8.13,1.71,-0.06,-2.59
1499,세부기록,2024,삼성,,166,,,,,,,,,0.301,0.218,,,0.511,0.246,-1.05,,,,,,,,,,6.6,23.5,0.28,0.014,-,10.17,2.15,6.64,5.11,-0.35,-15.80
1499,세부기록,2022,삼성,,23,,,,,,,,,0.200,0.150,,,0.332,0.158,-0.28,,,,,,,,,,4.4,26.1,0.17,0.000,-,0.80,1.14,-0.75,4.31,0.01,-3.43
1499,세부기록,2021,삼성,,0,,,,,,,,,-,-,,,-,-,-,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.00,-
