선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
1682,메인기록,2019,삼성,12,30,27,8,2,2,5,3,10,0,0.400,0.296,0.367,0.556,0.923,0.398,-,,,,,,,,,,,,,,,,,,,,
1682,메인기록,2023,삼성,5,8,7,1,0,0,0,1,3,0,0.250,0.143,0.250,0.429,0.679,0.303,-,,,,,,,,,,,,,,,,,,,,
1682,기본기록,2019,삼성,12,30,27,8,2,2,5,3,10,0,,0.296,,,,,,5,1,0,0,0,0,0,0,0,,,,,,,,,,,
1682,기본기록,2023,삼성,5,8,7,1,0,0,0,1,3,0,,0.143,,,,,,0,0,1,0,0,0,0,1,0,,,,,,,,,,,
1682,세부기록,2019,삼성,,30,,,,,,,,,0.400,0.296,,,0.923,0.398,-,,,,,,,,,,10.0,33.3,0.30,0.260,13.50,5.79,8.22,5.26,1.81,0.02,1.40
1682,세부기록,2023,삼성,,8,,,,,,,,,0.250,0.143,,,0.679,0.303,-,,,,,,,,,,12.5,37.5,0.33,0.286,-,0.41,1.57,0.71,16.81,0.00,-0.32
