선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
738,메인기록,2018,삼성,7,26,24,7,1,3,2,2,3,0,0.300,0.292,0.346,0.417,0.763,0.343,-,,,,,,,,,,,,,,,,,,,,
738,메인기록,2019,삼성,8,32,30,8,4,5,7,2,8,0,0.222,0.267,0.313,0.667,0.980,0.405,-,,,,,,,,,,,,,,,,,,,,
738,메인기록,2024,삼성,8,28,24,5,1,3,2,4,2,0,0.190,0.208,0.321,0.333,0.654,0.289,-,,,,,,,,,,,,,,,,,,,,
738,기본기록,2018,삼성,7,26,24,7,1,3,2,2,3,0,,0.292,,,,,,6,0,0,0,0,0,0,2,0,,,,,,,,,,,
738,기본기록,2019,삼성,8,32,30,8,4,5,7,2,8,0,,0.267,,,,,,4,0,0,0,0,0,0,1,0,,,,,,,,,,,
738,기본기록,2024,삼성,8,28,24,5,1,3,2,4,2,0,,0.208,,,,,,4,0,0,1,0,0,0,2,0,,,,,,,,,,,
738,세부기록,2018,삼성,,26,,,,,,,,,0.300,0.292,,,0.763,0.343,-,,,,,,,,,,7.7,11.5,0.67,0.125,24.00,2.83,4.02,3.25,-0.94,0.02,-0.09
738,세부기록,2019,삼성,,32,,,,,,,,,0.222,0.267,,,0.980,0.405,-,,,,,,,,,,6.2,25.0,0.25,0.400,7.50,5.77,6.77,5.79,0.43,0.02,1.68
738,세부기록,2024,삼성,,28,,,,,,,,,0.190,0.208,,,0.654,0.289,-,,,,,,,,,,14.3,7.1,2.00,0.125,24.00,2.20,2.82,2.13,-0.57,0.02,-1.47
