선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
738,메인기록,2021,삼성,1,4,4,1,0,1,2,0,1,0,0.333,0.250,0.250,0.500,0.750,0.317,-,,,,,,,,,,,,,,,,,,,,
738,메인기록,2023,삼성,3,14,14,3,1,2,5,0,3,0,0.200,0.214,0.214,0.500,0.714,0.296,-,,,,,,,,,,,,,,,,,,,,
738,기본기록,2021,삼성,1,4,4,1,0,1,2,0,1,0,,0.250,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
738,기본기록,2023,삼성,3,14,14,3,1,2,5,0,3,0,,0.214,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,
738,세부기록,2021,삼성,,4,,,,,,,,,0.333,0.250,,,0.750,0.317,-,,,,,,,,,,0.0,25.0,0.00,0.250,-,0.50,4.50,0.40,-,0.00,-0.11
738,세부기록,2023,삼성,,14,,,,,,,,,0.200,0.214,,,0.714,0.296,-,,,,,,,,,,0.0,21.4,0.00,0.286,14.00,1.50,3.68,1.15,4.31,0.00,-0.65
