player_id,season,team,category,subcategory,games,plate_appearances,at_bats,hits,home_runs,runs,rbis,walks,strikeouts,stolen_bases,singles,doubles,triples,intentional_walks,hit_by_pitch,sacrifice_flies,sacrifice_bunts,gidp,caught_stealing,babip,avg,ops,woba,war,bb_pct,k_pct,bb_k_ratio,iso,ab_hr_ratio,rc,rc27,wrc,spd,wsb,wraa
221,2024,삼성,base,empty_base,69.0,154,133.0,31.0,9.0,9.0,9.0,19.0,50.0,0.0,20.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.297,0.233,0.789,0.35,0.52,12.3,32.5,0.38,0.218,14.78,22.1,5.85,20.17,1.81,0.12,0.38
221,2024,삼성,base,first,54.0,50,46.0,8.0,1.0,6.0,2.0,4.0,15.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.233,0.174,0.479,0.226,0.52,8.0,30.0,0.27,0.065,46.0,2.62,1.77,0.92,3.15,0.36,-5.51
221,2024,삼성,base,first_second,34.0,20,19.0,7.0,4.0,8.0,14.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.375,0.368,1.4,0.565,0.52,5.0,35.0,0.14,0.632,4.75,6.74,14.0,6.54,1.81,0.01,3.97
221,2024,삼성,base,first_third,18.0,13,11.0,4.0,2.0,6.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.2,0.364,1.308,0.469,0.52,0.0,7.7,0.0,0.636,5.5,2.9,7.83,3.11,9.96,0.17,1.44
221,2024,삼성,base,full_base,18.0,11,9.0,4.0,2.0,7.0,14.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.444,1.767,0.691,0.52,9.1,18.2,0.5,0.778,4.5,5.24,23.56,4.85,6.31,0.01,3.44
221,2024,삼성,base,on_base,70.0,131,116.0,30.0,11.0,33.0,51.0,12.0,33.0,3.0,16.0,3.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0,0.257,0.259,0.897,0.378,0.52,9.2,25.2,0.36,0.31,10.55,20.88,6.06,20.51,4.31,0.58,3.68
221,2024,삼성,base,scoring_position,60.0,81,70.0,22.0,10.0,27.0,49.0,8.0,18.0,1.0,9.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.273,0.314,1.169,0.472,0.52,9.9,22.2,0.44,0.472,7.0,20.36,10.37,19.6,4.39,0.22,9.19
221,2024,삼성,base,second_third,11.0,8,6.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,1.042,0.426,0.52,25.0,25.0,1.0,0.5,6.0,1.7,9.15,1.6,4.31,0.01,0.57
221,2024,삼성,base,third,5.0,3,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.241,0.52,33.3,0.0,-,0.0,-,0.09,1.17,0.1,6.81,0.0,-0.29
221,2024,삼성,hitside,left,35.0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.245,0.839,0.363,0.52,-,-,-,-,-,43.07,-,40.68,-,0.33,-
221,2024,삼성,hitside,right,76.0,285,249.0,61.0,20.0,34.0,60.0,31.0,83.0,1.0,36.0,5.0,0.0,0.0,3.0,2.0,2.0,5.0,0.0,0.277,0.245,0.839,0.363,0.52,10.9,29.1,0.37,0.261,12.45,43.07,5.96,40.68,2.09,0.37,4.06
221,2024,삼성,homeaway,away,37.0,144,132.0,30.0,6.0,17.0,16.0,12.0,45.0,3.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.296,0.227,0.663,0.297,0.52,8.3,31.2,0.27,0.144,22.0,14.91,3.87,12.03,3.88,0.6,-6.47
221,2024,삼성,homeaway,home,39.0,141,117.0,31.0,14.0,25.0,44.0,19.0,38.0,0.0,13.0,4.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,0.254,0.265,1.034,0.429,0.52,13.5,27.0,0.5,0.393,8.36,29.7,8.81,28.65,1.63,0.1,10.53
221,2024,삼성,month,5-5,3.0,13,12.0,5.0,2.0,3.0,4.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.417,1.379,0.569,0.52,7.7,30.8,0.25,0.5,6.0,5.2,20.05,4.29,3.06,0.01,2.62
221,2024,삼성,month,6-6,26.0,94,75.0,14.0,4.0,10.0,11.0,16.0,28.0,1.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.233,0.187,0.711,0.333,0.52,17.0,29.8,0.57,0.173,18.75,10.36,4.37,10.87,1.15,0.25,-1.2
221,2024,삼성,month,7-7,7.0,29,25.0,6.0,0.0,5.0,3.0,4.0,11.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.429,0.24,0.665,0.314,0.52,13.8,37.9,0.36,0.08,-,2.97,4.01,2.86,2.75,0.19,-0.87
221,2024,삼성,month,8-8,23.0,83,74.0,20.0,7.0,11.0,24.0,8.0,22.0,1.0,11.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.283,0.27,0.918,0.387,0.52,9.6,26.5,0.36,0.311,10.57,15.0,7.23,13.7,2.82,0.22,3.04
221,2024,삼성,month,9-9,17.0,66,63.0,16.0,7.0,13.0,18.0,2.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.231,0.254,0.86,0.355,0.52,3.0,27.3,0.11,0.333,9.0,10.37,5.84,8.95,4.54,0.03,0.47
221,2024,삼성,opponent,team01,10.0,39,29.0,5.0,1.0,8.0,2.0,7.0,9.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.211,0.172,0.661,0.334,0.52,18.0,23.1,0.78,0.104,29.0,3.99,4.31,4.56,5.13,0.21,-0.45
221,2024,삼성,opponent,team03,8.0,31,30.0,10.0,5.0,6.0,13.0,1.0,12.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.385,0.333,1.255,0.51,0.52,3.2,38.7,0.08,0.567,6.0,8.79,11.31,8.57,-0.43,0.01,4.58
221,2024,삼성,opponent,team04,10.0,43,39.0,10.0,4.0,6.0,11.0,4.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.256,0.89,0.378,0.52,9.3,18.6,0.5,0.308,9.75,7.67,7.14,6.73,4.0,0.19,1.2
221,2024,삼성,opponent,team05,8.0,22,20.0,4.0,2.0,3.0,4.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.773,0.327,0.52,9.1,45.4,0.2,0.3,10.0,2.87,4.84,2.43,3.06,0.01,-0.39
221,2024,삼성,opponent,team07,9.0,40,37.0,6.0,0.0,4.0,5.0,2.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.231,0.162,0.389,0.183,0.52,5.0,30.0,0.17,0.027,-,1.41,1.15,-0.83,2.71,0.02,-5.97
221,2024,삼성,opponent,team08,7.0,26,23.0,8.0,3.0,4.0,11.0,3.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.417,0.348,1.162,0.486,0.52,11.5,30.8,0.38,0.391,7.67,6.84,11.54,6.63,-0.89,0.02,3.29
221,2024,삼성,opponent,team09,5.0,20,18.0,7.0,2.0,5.0,7.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.389,1.228,0.515,0.52,10.0,20.0,0.5,0.389,9.0,6.53,16.04,5.63,3.96,0.02,3.06
221,2024,삼성,outcount,0-0,57.0,103,94.0,22.0,5.0,9.0,9.0,8.0,37.0,1.0,15.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.327,0.234,0.716,0.317,0.52,7.8,35.9,0.22,0.181,18.8,11.79,4.3,10.45,1.98,0.23,-2.78
221,2024,삼성,outcount,1-1,58.0,94,80.0,22.0,7.0,16.0,23.0,10.0,25.0,1.0,13.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.3,0.275,0.925,0.393,0.52,10.6,26.6,0.4,0.288,11.43,16.38,7.02,16.05,2.13,0.24,3.97
221,2024,삼성,outcount,2-2,62.0,88,75.0,17.0,8.0,17.0,28.0,13.0,21.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.227,0.901,0.383,0.52,14.8,23.9,0.62,0.333,9.38,15.65,7.28,14.18,4.77,0.23,2.87
221,2024,삼성,pitchside,left,41.0,78,69.0,20.0,10.0,15.0,28.0,8.0,29.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.333,0.29,1.126,0.462,0.52,10.3,37.2,0.28,0.464,6.9,18.81,9.96,18.17,0.62,0.05,8.15
221,2024,삼성,pitchside,right,66.0,191,166.0,35.0,8.0,23.0,26.0,22.0,51.0,2.0,25.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.25,0.211,0.676,0.307,0.52,11.5,26.7,0.43,0.156,20.75,20.17,4.03,17.63,3.37,0.47,-6.92
221,2024,삼성,pitchside,unknown,12.0,16,14.0,6.0,2.0,4.0,6.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4,0.429,1.367,0.541,0.52,6.2,18.8,0.33,0.5,7.0,6.26,18.77,4.88,5.53,0.18,2.83
221,2024,삼성,total,total,76.0,285,249.0,61.0,20.0,42.0,60.0,31.0,83.0,3.0,36.0,5.0,0.0,0.0,3.0,2.0,2.0,5.0,0.0,0.277,0.245,0.839,0.356,0.52,10.9,29.1,0.37,0.261,12.45,43.43,6.01,41.97,3.32,0.59,3.45
221,2024,삼성,weekday,0-0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2776666666666667,0.0,0.0,0.0,0.52,0.0,100.0,0.0,0.0,-,0.0,0.0,-0.37,-,0.0,-0.63
