player_id,season,team,category,subcategory,games,plate_appearances,at_bats,hits,home_runs,runs,rbis,walks,strikeouts,stolen_bases,singles,doubles,triples,intentional_walks,hit_by_pitch,sacrifice_flies,sacrifice_bunts,gidp,caught_stealing,babip,avg,ops,woba,war,bb_pct,k_pct,bb_k_ratio,iso,ab_hr_ratio,rc,rc27,wrc,spd,wsb,wraa
2262,2024,삼성,base,empty_base,26.0,55,52.0,13.0,2.0,2.0,2.0,2.0,12.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.289,0.25,0.695,0.308,0.36,3.6,21.8,0.17,0.154,26.0,6.34,4.39,5.13,1.81,0.03,-1.94
2262,2024,삼성,base,first,23.0,27,26.0,12.0,2.0,5.0,6.0,1.0,4.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.462,1.289,0.551,0.36,3.7,14.8,0.25,0.346,13.0,8.66,14.62,8.47,-0.82,0.02,5.0
2262,2024,삼성,base,first_second,17.0,11,9.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.167,0.222,0.92,0.398,0.36,9.1,18.2,0.5,0.334,9.0,2.01,7.74,1.92,6.81,0.01,0.51
2262,2024,삼성,base,first_third,9.0,6,6.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.834,0.326,0.36,0.0,33.3,0.0,0.5,6.0,0.67,3.6,0.66,-,0.0,-0.11
2262,2024,삼성,base,full_base,6.0,3,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,33.3,0.0,0.0,-,0.0,0.0,-0.56,-,0.0,-0.95
2262,2024,삼성,base,on_base,29.0,63,58.0,18.0,5.0,12.0,17.0,4.0,13.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.325,0.31,0.986,0.42,0.36,6.4,20.6,0.31,0.311,11.6,12.43,7.99,12.27,2.0,0.04,4.18
2262,2024,삼성,base,scoring_position,26.0,36,32.0,6.0,3.0,7.0,11.0,3.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.188,0.747,0.322,0.36,8.3,25.0,0.33,0.281,10.67,4.46,4.63,3.8,5.81,0.02,-0.83
2262,2024,삼성,base,second,12.0,9,8.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.583,0.285,0.36,11.1,33.3,0.33,0.0,-,0.75,3.39,0.65,3.48,0.01,-0.51
2262,2024,삼성,base,second_third,5.0,4,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.833,0.67,0.36,25.0,25.0,1.0,1.0,3.0,2.13,28.76,1.69,1.81,0.0,1.18
2262,2024,삼성,base,third,3.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,-,0.0,-,0.0,0.0,-0.56,-,0.0,-0.95
