player_id,season,team,category,subcategory,games,plate_appearances,at_bats,hits,home_runs,runs,rbis,walks,strikeouts,stolen_bases,singles,doubles,triples,intentional_walks,hit_by_pitch,sacrifice_flies,sacrifice_bunts,gidp,caught_stealing,babip,avg,ops,woba,war,bb_pct,k_pct,bb_k_ratio,iso,ab_hr_ratio,rc,rc27,wrc,spd,wsb,wraa
2143,2023,삼성,base,empty_base,20.0,29,27.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.176,0.111,0.32,0.159,-0.14,3.4,34.5,0.1,0.037,-,0.78,0.88,-1.23,1.81,0.01,-4.96
2143,2023,삼성,base,first,14.0,11,11.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.273,0.546,0.251,-0.14,0.0,36.4,0.0,0.0,-,0.82,2.76,0.45,1.81,0.01,-0.96
2143,2023,삼성,base,first_second,10.0,5,4.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,1.75,0.776,-0.14,0.0,20.0,0.0,0.25,-,2.71,36.61,2.59,1.81,0.01,1.95
2143,2023,삼성,base,first_third,4.0,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,-,0.0,-,0.0,0.0,-0.19,-,0.0,-0.32
2143,2023,삼성,base,full_base,2.0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4372857142857143,0.0,0.0,0.0,-0.14,0.0,100.0,0.0,0.0,-,0.0,0.0,-0.19,-,0.0,-0.32
2143,2023,삼성,base,on_base,20.0,28,25.0,8.0,0.0,5.0,5.0,1.0,9.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.32,0.746,0.337,-0.14,3.6,32.1,0.11,0.08,-,3.63,5.16,3.36,4.59,0.02,-0.24
2143,2023,삼성,base,scoring_position,17.0,17,14.0,5.0,0.0,5.0,5.0,1.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.556,0.357,0.9,0.401,-0.14,5.9,29.4,0.2,0.143,-,2.93,7.19,3.02,5.98,0.01,0.84
2143,2023,삼성,base,second,11.0,9,7.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.286,0.804,0.364,-0.14,11.1,22.2,0.5,0.143,-,1.26,5.67,1.29,1.81,0.01,0.14
2143,2023,삼성,base,second_third,2.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4372857142857143,0.17475,0.5750000000000001,0.33384615384615385,-0.14,-,-,-,-,-,1.016923076923077,-,0.86,-,0.0,-
2143,2023,삼성,base,third,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4372857142857143,0.0,0.0,0.0,-0.14,0.0,100.0,0.0,0.0,-,0.0,0.0,-0.19,-,0.0,-0.32
2143,2023,삼성,hitside,left,21.0,57,52.0,11.0,0.0,2.0,5.0,2.0,19.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.333,0.212,0.524,0.243,-0.14,3.5,33.3,0.1,0.057,-,3.89,2.44,1.95,2.65,0.03,-5.37
2143,2023,삼성,hitside,right,7.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.106,0.5955,0.363,-0.14,-,-,-,-,-,2.12,-,1.355,-,0.0,-
2143,2023,삼성,homeaway,away,13.0,35,33.0,11.0,0.0,4.0,5.0,1.0,10.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.478,0.333,0.795,0.362,-0.14,2.9,28.6,0.1,0.091,-,5.39,6.62,4.96,3.63,0.03,0.47
2143,2023,삼성,homeaway,home,11.0,22,19.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.05,0.036,-0.14,4.6,40.9,0.11,0.0,-,0.06,0.08,-3.39,6.81,0.0,-6.21
2143,2023,삼성,month,6-6,16.0,45,41.0,11.0,0.0,5.0,5.0,2.0,15.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.423,0.268,0.659,0.304,-0.14,4.4,33.3,0.13,0.073,-,4.76,4.15,4.03,3.9,0.03,-1.75
2143,2023,삼성,month,7-7,7.0,11,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,36.4,0.0,0.0,-,0.0,0.0,-2.06,-,0.0,-3.47
2143,2023,삼성,month,9-9,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,-,0.0,-,0.0,0.0,-0.19,-,0.0,-0.32
2143,2023,삼성,opponent,team01,3.0,6,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,33.3,0.0,0.0,-,0.0,0.0,-1.12,-,0.0,-1.89
2143,2023,삼성,opponent,team04,3.0,5,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,60.0,0.0,0.0,-,0.0,0.0,-0.93,-,0.0,-1.58
2143,2023,삼성,opponent,team05,3.0,10,9.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.429,0.333,0.733,0.353,-0.14,0.0,20.0,0.0,0.0,-,1.3,5.87,1.34,4.31,0.01,0.06
2143,2023,삼성,opponent,team07,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,-,0.0,-,0.0,0.0,-0.19,-,0.0,-0.32
2143,2023,삼성,opponent,team08,3.0,8,7.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.091,-0.14,12.5,50.0,0.25,0.0,-,0.03,0.13,-0.84,1.81,0.0,-1.86
2143,2023,삼성,opponent,team09,3.0,10,10.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.3,0.8,0.345,-0.14,0.0,30.0,0.0,0.2,-,1.5,5.79,1.27,1.81,0.0,-0.01
2143,2023,삼성,outcount,0-0,16.0,25,22.0,3.0,0.0,1.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.231,0.136,0.31,0.154,-0.14,0.0,36.0,0.0,0.0,-,0.69,0.88,-1.18,4.31,0.01,-4.39
2143,2023,삼성,outcount,1-1,13.0,15,15.0,3.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.2,0.467,0.207,-0.14,0.0,26.7,0.0,0.067,-,0.8,1.8,0.02,5.15,0.01,-1.91
2143,2023,삼성,outcount,2-2,16.0,17,15.0,5.0,0.0,2.0,3.0,2.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556,0.333,0.879,0.396,-0.14,11.8,35.3,0.33,0.134,-,3.1,8.36,2.95,3.24,0.01,0.77
2143,2023,삼성,pitchside,left,7.0,9,8.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.25,0.708,0.329,-0.14,0.0,33.3,0.0,0.125,-,1.09,4.89,1.01,11.81,0.01,-0.14
2143,2023,삼성,pitchside,right,20.0,43,40.0,9.0,0.0,3.0,4.0,2.0,15.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36,0.225,0.537,0.248,-0.14,4.6,34.9,0.13,0.05,-,3.08,2.6,1.66,3.18,0.03,-3.87
2143,2023,삼성,pitchside,unknown,3.0,5,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,20.0,0.0,0.0,-,0.0,0.0,-0.93,-,0.0,-1.58
2143,2023,삼성,total,total,24.0,57,52.0,11.0,0.0,5.0,5.0,2.0,19.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.333,0.212,0.524,0.247,-0.34,3.5,33.3,0.1,0.057,-,3.89,2.44,2.44,3.9,-0.02,-4.27
2143,2023,삼성,weekday,1-1,4.0,14,13.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333,0.154,0.385,0.168,-0.14,0.0,50.0,0.0,0.077,-,0.5,1.13,-0.48,1.81,0.0,-2.28
2143,2023,삼성,weekday,2-2,4.0,10,8.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4,0.25,0.708,0.329,-0.14,0.0,30.0,0.0,0.125,-,1.13,4.37,1.12,6.81,0.01,-0.16
