player_id,season,team,games,plate_appearances,at_bats,hits,home_runs,runs,rbis,walks,strikeouts,stolen_bases,singles,doubles,triples,intentional_walks,hit_by_pitch,sacrifice_flies,sacrifice_bunts,gidp,caught_stealing,babip,avg,obp,slg,ops,woba,war,bb_pct,k_pct,bb_k_ratio,iso,ab_hr_ratio,rc,rc27,wrc,spd,wsb,wraa
517,2015,삼성,82.0,183,163.0,50.0,4.0,33.0,20.0,15.0,35.0,4.0,34.0,10.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,0.362,0.307,,,0.832,0.369,-,8.2,19.1,0.43,0.159,40.75,29.86,6.83,27.22,7.08,0.35,3.71
