선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
478,메인기록,2020,삼성,33,19,18,9,0,6,5,1,2,0,0.563,0.500,0.526,0.556,1.082,0.492,-,,,,,,,,,,,,,,,,,,,,
478,메인기록,2014,삼성,18,10,8,4,1,1,5,2,1,0,0.500,0.500,0.600,1.250,1.850,0.729,-,,,,,,,,,,,,,,,,,,,,
478,메인기록,2022,삼성,20,9,8,3,0,2,2,0,1,0,0.429,0.375,0.375,0.500,0.875,0.388,-,,,,,,,,,,,,,,,,,,,,
478,메인기록,2019,삼성,53,37,28,9,2,6,8,6,2,0,0.292,0.321,0.457,0.571,1.028,0.452,-,,,,,,,,,,,,,,,,,,,,
478,메인기록,2021,삼성,39,24,19,6,0,3,2,1,2,0,0.353,0.316,0.435,0.368,0.803,0.388,-,,,,,,,,,,,,,,,,,,,,
478,메인기록,2017,삼성,50,34,27,8,1,8,5,4,3,0,0.304,0.296,0.406,0.444,0.850,0.388,-,,,,,,,,,,,,,,,,,,,,
478,메인기록,2018,삼성,79,44,38,10,0,13,7,4,6,0,0.313,0.263,0.333,0.395,0.728,0.331,-,,,,,,,,,,,,,,,,,,,,
478,메인기록,2024,삼성,42,38,32,8,0,1,2,6,5,0,0.296,0.250,0.368,0.281,0.649,0.317,-,,,,,,,,,,,,,,,,,,,,
478,기본기록,2020,삼성,33,19,18,9,0,6,5,1,2,0,,0.500,,,,,,8,1,0,0,0,0,0,0,0,,,,,,,,,,,
478,기본기록,2014,삼성,18,10,8,4,1,1,5,2,1,0,,0.500,,,,,,1,1,1,0,0,0,0,0,0,,,,,,,,,,,
478,기본기록,2022,삼성,20,9,8,3,0,2,2,0,1,0,,0.375,,,,,,2,1,0,0,0,0,1,0,0,,,,,,,,,,,
478,기본기록,2019,삼성,53,37,28,9,2,6,8,6,2,0,,0.321,,,,,,6,1,0,0,1,0,2,0,0,,,,,,,,,,,
478,기본기록,2021,삼성,39,24,19,6,0,3,2,1,2,0,,0.316,,,,,,5,1,0,0,3,0,1,0,0,,,,,,,,,,,
478,기본기록,2017,삼성,50,34,27,8,1,8,5,4,3,0,,0.296,,,,,,6,1,0,0,1,0,2,0,0,,,,,,,,,,,
478,기본기록,2018,삼성,79,44,38,10,0,13,7,4,6,0,,0.263,,,,,,6,3,1,0,0,0,2,0,0,,,,,,,,,,,
478,기본기록,2024,삼성,42,38,32,8,0,1,2,6,5,0,,0.250,,,,,,7,1,0,0,0,0,0,0,0,,,,,,,,,,,
478,세부기록,2020,삼성,,19,,,,,,,,,0.563,0.500,,,1.082,0.492,-,,,,,,,,,,5.3,10.5,0.50,0.056,-,5.40,16.20,4.94,4.81,0.03,2.50
478,세부기록,2014,삼성,,10,,,,,,,,,0.500,0.500,,,1.850,0.729,-,,,,,,,,,,20.0,10.0,2.00,0.750,8.00,6.31,42.61,4.76,18.48,0.01,3.48
478,세부기록,2022,삼성,,9,,,,,,,,,0.429,0.375,,,0.875,0.388,-,,,,,,,,,,0.0,11.1,0.00,0.125,-,1.51,6.78,1.49,5.15,0.01,0.34
478,세부기록,2019,삼성,,37,,,,,,,,,0.292,0.321,,,1.028,0.452,-,,,,,,,,,,16.2,5.4,3.00,0.250,14.00,8.16,10.49,8.29,3.48,0.04,3.53
478,세부기록,2021,삼성,,24,,,,,,,,,0.353,0.316,,,0.803,0.388,-,,,,,,,,,,4.2,8.3,0.50,0.052,-,3.57,6.88,3.98,5.56,0.03,0.89
478,세부기록,2017,삼성,,34,,,,,,,,,0.304,0.296,,,0.850,0.388,-,,,,,,,,,,11.8,8.8,1.33,0.148,27.00,5.48,7.05,5.64,5.31,0.03,1.27
478,세부기록,2018,삼성,,44,,,,,,,,,0.313,0.263,,,0.728,0.331,-,,,,,,,,,,9.1,13.6,0.67,0.132,-,5.43,4.89,5.03,9.58,0.03,-0.63
478,세부기록,2024,삼성,,38,,,,,,,,,0.296,0.250,,,0.649,0.317,-,,,,,,,,,,15.8,13.2,1.20,0.031,-,3.89,4.38,3.85,2.17,0.04,-1.03
